epid,firstname,lastname,active,start,end,birthdate,country,gender,eugroup,party,email,twitter,term,voteid
197503,David,CORMAND,1,2024-07-17,,1974-11-30,fr,,Greens/EFA,Les Écologistes,,,10,
197502,Marie-Pierre,VEDRENNE,1,2024-07-16,,1982-12-13,fr,,Renew,Mouvement Démocrate,,,10,
197501,Joachim Stanisław,BRUDZIŃSKI,1,2024-07-16,,1968-02-04,pl,,ECR,Prawo i Sprawiedliwość,,,10,
197500,Mounir,SATOURI,1,2024-07-16,,1975-05-25,fr,,Greens/EFA,Les Écologistes,,,10,
197498,Robert,BIEDROŃ,1,2024-07-16,,1976-04-13,pl,,S&D,Nowa Lewica,,,10,
197497,Sven,MIKSER,1,2024-07-16,,1973-11-08,ee,,S&D,Sotsiaaldemokraatlik Erakond,,,10,
197494,Nathalie,LOISEAU,1,2024-07-16,,1964-06-01,fr,,Renew,Horizons,,,10,
197493,Jaak,MADISON,1,2024-08-22,,1991-04-22,ee,,ECR,Eesti Keskerakond,,,10,
197492,Bartosz,ARŁUKOWICZ,1,2024-07-16,,1971-12-30,pl,,EPP,Platforma Obywatelska,,,10,
197491,Marina,KALJURAND,1,2024-07-16,,1962-09-06,ee,,S&D,Sotsiaaldemokraatlik Erakond,,,10,
197490,Magdalena,ADAMOWICZ,1,2024-07-16,,1973-04-10,pl,,EPP,Independent,,,10,
197481,Maximilian,KRAH,1,2024-07-16,,1977-01-28,de,,NA,Alternative für Deutschland,,,10,
197475,Christine,ANDERSON,1,2024-07-16,,1968-07-29,de,,ESN,Alternative für Deutschland,,,10,
197473,Christian,DOLESCHAL,1,2024-07-16,,1988-04-27,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,10,
197470,Saskia,BRICMONT,1,2024-07-16,,1985-03-16,be,,Greens/EFA,Ecologistes Confédérés pour l'Organisation de Luttes Originales,,,10,
197469,Assita,KANKO,1,2024-07-16,,1980-07-14,be,,ECR,Nieuw-Vlaamse Alliantie,,,10,
197468,Özlem,DEMIREL,1,2024-07-16,,1984-03-10,de,,GUE/NGL,DIE LINKE.,,,10,
197466,Jutta,PAULUS,1,2024-07-16,,1967-05-09,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197464,Hannah,NEUMANN,1,2024-07-16,,1984-04-03,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197463,Olivier,CHASTEL,1,2024-07-16,,1964-11-22,be,,Renew,Mouvement Réformateur,,,10,
197462,Erik,MARQUARDT,1,2024-07-16,,1987-10-20,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197461,Katrin,LANGENSIEPEN,1,2024-07-16,,1979-10-10,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197460,Sergey,LAGODINSKY,1,2024-07-16,,1975-12-01,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197449,Michael,BLOSS,1,2024-07-16,,1986-11-06,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197448,Rasmus,ANDRESEN,1,2024-07-16,,1986-02-20,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
197447,Irena,JOVEVA,1,2024-07-16,,1989-02-26,si,,Renew,Gibanje Svoboda,,,10,
197445,Moritz,KÖRNER,1,2024-07-16,,1990-08-03,de,,Renew,Freie Demokratische Partei,,,10,
197444,Svenja,HAHN,1,2024-07-16,,1989-07-25,de,,Renew,Freie Demokratische Partei,,,10,
197443,Andreas,GLÜCK,1,2024-07-16,,1975-03-08,de,,Renew,Freie Demokratische Partei,,,10,
197441,Predrag Fred,MATIĆ,1,2024-07-16,2024-08-23,,hr,,S&D,Socijaldemokratska partija Hrvatske,,,10,
197440,Delara,BURKHARDT,1,2024-07-16,,1992-11-03,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
197439,Damian,BOESELAGER,1,2024-07-16,,1988-03-08,de,,Greens/EFA,Volt,,,10,
197435,Gabriele,BISCHOFF,1,2024-07-16,,1961-01-04,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
197433,Katarina,BARLEY,1,2024-07-16,,1968-11-19,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
197432,Jan-Christoph,OETJEN,1,2024-07-16,,1978-02-21,de,,Renew,Freie Demokratische Partei,,,10,
197430,Engin,EROGLU,1,2024-07-16,,1982-02-12,de,,Renew,Freie Wähler,,,10,
197429,Marion,WALSMANN,1,2024-07-16,,1963-03-17,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197426,Sven,SIMON,1,2024-07-16,,1978-10-09,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197425,Ralf,SEEKATZ,1,2024-07-16,,1972-11-10,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197422,Christine,SCHNEIDER,1,2024-07-16,,1972-06-05,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197421,Isabel,WISELER-LIMA,1,2024-07-16,,1961-12-29,lu,,EPP,Parti chrétien social luxembourgeois,,,10,
197417,Tomislav,SOKOL,1,2024-07-16,,1982-09-20,hr,,EPP,Hrvatska demokratska zajednica,,,10,
197416,Giorgos,GEORGIOU,1,2024-07-16,,1963-04-09,cy,,GUE/NGL,Progressive Party of Working People - Left - New Forces,,,10,
197414,Loucas,FOURLAS,1,2024-07-16,,1969-08-21,cy,,EPP,Democratic Rally,,,10,
197413,Karlo,RESSLER,1,2024-07-16,,1989-12-26,hr,,EPP,Hrvatska demokratska zajednica,,,10,
197412,Niclas,HERBST,1,2024-07-16,,1973-02-28,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197410,Stefan,BERGER,1,2024-07-16,,1969-09-15,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197408,Hildegard,BENTELE,1,2024-07-16,,1976-05-22,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
197406,Arba,KOKALARI,1,2024-07-16,,1986-11-27,se,,EPP,Moderaterna,,,10,
197405,Jörgen,WARBORN,1,2024-07-16,,1969-01-23,se,,EPP,Moderaterna,,,10,
197404,Jessica,POLFJÄRD,1,2024-07-16,,1971-05-27,se,,EPP,Moderaterna,,,10,
197403,Alex,AGIUS SALIBA,1,2024-07-16,,1988-01-31,mt,,S&D,Partit Laburista,,,10,
197402,Tomas,TOBÉ,1,2024-07-16,,1978-02-16,se,,EPP,Moderaterna,,,10,
197401,Karin,KARLSBRO,1,2024-07-16,,1970-09-23,se,,Renew,Liberalerna,,,10,
197400,Abir,AL-SAHLANI,1,2024-07-16,,1976-05-18,se,,Renew,Centerpartiet,,,10,
197398,Pär,HOLMGREN,1,2024-07-16,,1964-10-24,se,,Greens/EFA,Miljöpartiet de gröna,,,10,
197395,Alice,KUHNKE,1,2024-07-16,,1971-12-21,se,,Greens/EFA,Miljöpartiet de gröna,,,10,
197392,Evin,INCIR,1,2024-07-17,,1984-06-15,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,10,
197391,Heléne,FRITZON,1,2024-07-16,,1960-09-29,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,10,
193419,Christophe,HANSEN,1,2024-07-16,,1982-02-21,lu,,EPP,Parti chrétien social luxembourgeois,,,10,
193292,Tilly,METZ,1,2024-07-16,,1967-05-26,lu,,Greens/EFA,Déi Gréng - Les Verts,,,10,
192254,Marieke,EHLERS,1,2024-07-16,,,nl,,Patriots,Partij voor de Vrijheid,,,10,
191693,Elsi,KATAINEN,1,2024-07-16,,1966-12-17,fi,,Renew,Suomen Keskusta,,,10,
190713,Lukas,MANDL,1,2024-07-16,,1979-07-12,at,,EPP,Österreichische Volkspartei,,,10,
190574,Tomasz,FROELICH,1,2024-07-16,,1988-10-15,de,,ESN,Alternative für Deutschland,,,10,
190517,Martin,SCHIRDEWAN,1,2024-07-16,,1975-07-12,de,,GUE/NGL,DIE LINKE.,,,10,
190464,Thomas,WAITZ,1,2024-07-16,,1973-05-16,at,,Greens/EFA,Die Grünen - Die Grüne Alternative,,,10,
189065,France,JAMET,1,2024-07-16,,1961-02-05,fr,,Patriots,Rassemblement national,,,10,
188945,Dennis,RADTKE,1,2024-07-16,,1979-04-29,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
188096,Jüri,RATAS,1,2024-07-16,,1978-07-02,ee,,EPP,Isamaa,,,10,
187917,Marc,BOTENGA,1,2024-07-16,,1980-12-29,be,,GUE/NGL,Parti du Travail de Belgique,,,10,
185771,Tom,VANDENDRIESSCHE,1,2024-07-16,,1978-10-27,be,,Patriots,Vlaams Belang,,,10,
185619,Tiemo,WÖLKEN,1,2024-07-16,,1985-12-05,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
185341,Željana,ZOVKO,1,2024-07-16,,1970-03-25,hr,,EPP,Hrvatska demokratska zajednica,,,10,
183916,Alexandra,GEESE,1,2024-07-16,,1968-07-01,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
135511,Valérie,HAYER,1,2024-07-16,,1986-04-06,fr,,Renew,Renaissance,,,10,
131580,Jordan,BARDELLA,1,2024-07-16,,1995-09-13,fr,,Patriots,Rassemblement national,,,10,
130100,Hilde,VAUTMANS,1,2024-07-16,,1972-05-02,be,,Renew,Open Vlaamse Liberalen en Democraten,,,10,
129073,Urmas,PAET,1,2024-07-16,,1974-04-20,ee,,Renew,Eesti Reformierakond,,,10,
128483,Markus,BUCHHEIT,1,2024-07-16,,1983-08-11,de,,ESN,Alternative für Deutschland,,,10,
127766,Jussi,SARAMO,1,2024-07-16,,1979-07-09,fi,,GUE/NGL,Vasemmistoliitto,,,10,
126699,Gilles,PENNELLE,1,2024-07-16,,1962-07-20,fr,,Patriots,Rassemblement national,,,10,
125670,Massimiliano,SALINI,1,2024-07-16,,1973-03-11,it,,EPP,Forza Italia,,,10,
125325,Sander,SMIT,1,2024-07-16,,1985-07-29,nl,,EPP,BoerBurgerBeweging,,,10,
125204,Borja,GIMÉNEZ LARRAZ,1,2024-07-16,,,es,,EPP,Partido Popular,,,10,
125106,Johan,VAN OVERTVELDT,1,2024-07-16,,1955-08-24,be,,ECR,Nieuw-Vlaamse Alliantie,,,10,
125104,Romana,TOMC,1,2024-07-16,,1965-11-02,si,,EPP,Slovenska demokratska stranka,,,10,
125093,Kostas,PAPADAKIS,1,2024-07-16,,1975-04-18,gr,,NA,Communist Party of Greece,,,10,
125068,Emmanouil,KEFALOGIANNIS,1,2024-07-16,,1959-05-24,gr,,EPP,Nea Demokratia,,,10,
125065,Elissavet,VOZEMBERG-VRIONIDI,1,2024-07-16,,1956-09-14,gr,,EPP,Nea Demokratia,,,10,
125052,Juan Carlos,GIRAUTA VIDAL,1,2024-07-16,,1961-03-12,es,,Patriots,VOX,,,10,
125046,Jonás,FERNÁNDEZ,1,2024-07-16,,1979-01-08,es,,S&D,Partido Socialista Obrero Español,,,10,
125042,Javi,LÓPEZ,1,2024-07-16,,1985-11-11,es,,S&D,Partit dels Socialistes de Catalunya (PSC-PSOE),,,10,
125027,Esteban,GONZÁLEZ PONS,1,2024-07-16,,1964-08-21,es,,EPP,Partido Popular,,,10,
125023,Anja,HAZEKAMP,1,2024-07-16,,1968-01-21,nl,,GUE/NGL,Partij voor de Dieren,,,10,
125012,Daniel,BUDA,1,2024-07-16,,1970-01-11,ro,,EPP,Partidul Naţional Liberal,,,10,
125001,Harald,VILIMSKY,1,2024-07-16,,1966-07-22,at,,Patriots,Freiheitliche Partei Österreichs,,,10,
124985,Luke Ming,FLANAGAN,1,2024-07-16,,1972-01-22,ie,,GUE/NGL,Independent,,,10,
124984,Lynn,BOYLAN,1,2024-07-16,,1976-11-29,ie,,GUE/NGL,Sinn Féin,,,10,
124973,Gerolf,ANNEMANS,1,2024-07-16,,1958-11-08,be,,Patriots,Vlaams Belang,,,10,
124895,Krzysztof,HETMAN,1,2024-07-16,,1974-06-27,pl,,EPP,Polskie Stronnictwo Ludowe,,,10,
124893,Bogdan Andrzej,ZDROJEWSKI,1,2024-07-16,,1957-05-18,pl,,EPP,Platforma Obywatelska,,,10,
124884,Kosma,ZŁOTOWSKI,1,2024-07-16,,1964-01-14,pl,,ECR,Prawo i Sprawiedliwość,,,10,
124877,Jadwiga,WIŚNIEWSKA,1,2024-07-16,,1963-07-02,pl,,ECR,Prawo i Sprawiedliwość,,,10,
124875,Anders,VISTISEN,1,2024-07-16,,1987-11-12,dk,,Patriots,Dansk Folkeparti,,,10,
124867,Brando,BENIFEI,1,2024-07-16,,1986-01-01,it,,S&D,Partito Democratico,,,10,
124866,Ilhan,KYUCHYUK,1,2024-07-16,,1985-09-16,bg,,Renew,Movement for Rights and Freedoms,,,10,
124861,Caterina,CHINNICI,1,2024-07-16,,1954-11-05,it,,EPP,Forza Italia,,,10,
124858,Fabio,DE MASI,1,2024-07-02,,1980-03-07,de,,NA,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,,,10,6496
124850,Emil,RADEV,1,2024-07-16,,1971-05-26,bg,,EPP,Citizens for European Development of Bulgaria,,,10,
124846,Pina,PICIERNO,1,2024-07-16,,1981-05-10,it,,S&D,Partito Democratico,,,10,
124836,Maria,NOICHL,1,2024-07-16,,1967-01-09,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
124834,Martin,SONNEBORN,1,2024-07-16,,1965-05-15,de,,NA,Die PARTEI,,,10,
124828,Fulvio,MARTUSCIELLO,1,2024-07-16,,1968-05-25,it,,EPP,Forza Italia,,,10,
124813,Dario,TAMBURRANO,1,2024-07-16,,1969-08-27,it,,GUE/NGL,Movimento 5 Stelle,,,10,
124808,Norbert,LINS,1,2024-07-16,,1977-12-22,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
124807,Jens,GIESEKE,1,2024-07-16,,1971-05-18,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
124806,David,MCALLISTER,1,2024-07-16,,1971-01-12,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
124802,Siegfried,MUREŞAN,1,2024-07-16,,1981-09-20,ro,,EPP,Partidul Naţional Liberal,,,10,
124799,Alessandra,MORETTI,1,2024-07-16,,1973-06-24,it,,S&D,Partito Democratico,,,10,
124795,Flavio,TOSI,1,2024-07-16,,1969-06-18,it,,EPP,Forza Italia,,,10,
124785,Maria,GRAPINI,1,2024-07-16,,1954-11-07,ro,,S&D,Partidul Social Democrat,,,10,
124784,Dan,NICA,1,2024-07-16,,1960-07-02,ro,,S&D,Partidul Social Democrat,,,10,
124766,Petras,AUŠTREVIČIUS,1,2024-07-16,,1963-05-16,lt,,Renew,Liberalų sąjūdis,,,10,
124760,Nicolas,BAY,1,2024-07-16,,1977-12-21,fr,,ECR,Divers droite,,,10,
124736,Merja,KYLLÖNEN,1,2024-07-16,,1977-01-25,fi,,GUE/NGL,Vasemmistoliitto,,,10,
124726,Henna,VIRKKUNEN,1,2024-07-16,,1972-06-04,fi,,EPP,Kansallinen Kokoomus,,,10,
124722,Csaba,MOLNÁR,1,2024-07-16,,1975-12-04,hu,,S&D,Demokratikus Koalíció,,,10,
124715,György,HÖLVÉNYI,1,2024-07-16,,1962-06-13,hu,,Patriots,Kereszténydemokrata Néppárt,,,10,
124713,Tomáš,ZDECHOVSKÝ,1,2024-07-16,,1979-11-02,cz,,EPP,Křesťanská a demokratická unie - Československá strana lidová,,,10,
124701,Luděk,NIEDERMAYER,1,2024-07-16,,1966-03-13,cz,,EPP,TOP 09 a Starostové,,,10,
124700,Jana,TOOM,1,2024-07-16,,1966-10-15,ee,,Renew,Eesti Keskerakond,,,10,
124691,Costas,MAVRIDES,1,2024-07-16,,1962-05-27,cy,,S&D,Democratic Party,,,10,
123562,Charlie,WEIMERS,1,2024-07-16,,1982-11-12,se,,ECR,Sverigedemokraterna,,,10,
122978,Alicia,HOMS GINEL,1,2024-07-16,,1993-10-15,es,,S&D,Partido Socialista Obrero Español,,,10,
119652,Vytenis Povilas,ANDRIUKAITIS,1,2024-07-16,,1951-08-09,lt,,S&D,Lietuvos socialdemokratų partija,,,10,
119435,Davor Ivo,STIER,1,2024-07-16,,1972-01-06,hr,,EPP,Hrvatska demokratska zajednica,,,10,
118949,Ondřej,KOVAŘÍK,1,2024-07-16,,1980-08-21,cz,,Patriots,ANO 2011,,,10,
118859,Roberta,METSOLA,1,2024-07-16,,1979-01-18,mt,,EPP,Partit Nazzjonalista,,,10,
113523,Peter,AGIUS,1,2024-07-16,,1979-04-09,mt,,EPP,Partit Nazzjonalista,,,10,
112748,Biljana,BORZAN,1,2024-07-16,,1971-11-29,hr,,S&D,Socijaldemokratska partija Hrvatske,,,10,
112747,Romana,JERKOVIĆ,1,2024-07-16,,1964-11-28,hr,,S&D,Socijaldemokratska partija Hrvatske,,,10,
112744,Tonino,PICULA,1,2024-07-16,,1961-08-31,hr,,S&D,Socijaldemokratska partija Hrvatske,,,10,
111412,Villy,SØVNDAL,1,2024-07-16,,1952-04-04,dk,,Greens/EFA,Socialistisk Folkeparti,,,10,
110673,Ana Miguel,PEDRO,1,2024-07-16,,1989-10-07,pt,,EPP,Partido do Centro Democrático Social-Partido Popular,,,10,
107212,Andrey,NOVAKOV,1,2024-07-16,,1988-07-07,bg,,EPP,Citizens for European Development of Bulgaria,,,10,
106936,Daniel,FREUND,1,2024-07-16,,1984-10-14,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
103381,Terry,REINTKE,1,2024-07-16,,1987-05-09,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
103246,Auke,ZIJLSTRA,1,2024-07-16,,1964-11-01,nl,,Patriots,Partij voor de Vrijheid,,,10,
101585,Niels,FUGLSANG,1,2024-07-16,,1985-06-29,dk,,S&D,Socialdemokratiet,,,10,
101039,Paolo,BORCHIA,1,2024-07-16,,1980-05-27,it,,Patriots,Lega,,,10,
99945,Lena,DÜPONT,1,2024-07-16,,1986-04-30,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
99878,Waldemar,BUDA,1,2024-07-16,,1982-09-21,pl,,ECR,Prawo i Sprawiedliwość,,,10,
98582,Loránt,VINCZE,1,2024-07-16,,1977-11-03,ro,,EPP,Uniunea Democrată Maghiară din România,,,10,
98341,Eva,MAYDELL,1,2024-07-16,,1986-01-26,bg,,EPP,Citizens for European Development of Bulgaria,,,10,
98219,Aura,SALLA,1,2024-07-16,,1984-06-13,fi,,EPP,Kansallinen Kokoomus,,,10,
97968,Andrey,KOVATCHEV,1,2024-07-16,,1967-12-13,bg,,EPP,Citizens for European Development of Bulgaria,,,10,
97399,Dirk,GOTINK,1,2024-07-16,,1981-08-13,nl,,EPP,Nieuw Sociaal Contract,,,10,
97236,Marie,TOUSSAINT,1,2024-07-17,,1987-05-27,fr,,Greens/EFA,Les Écologistes,,,10,
96998,Evelyn,REGNER,1,2024-07-16,,1966-01-24,at,,S&D,Sozialdemokratische Partei Österreichs,,,10,
96940,Gerben-Jan,GERBRANDY,1,2024-07-16,,1967-06-28,nl,,Renew,Democraten 66,,,10,
96936,Gabriel,MATO,1,2024-07-16,,1961-04-29,es,,EPP,Partido Popular,,,10,
96934,Sandra,KALNIETE,1,2024-07-16,,1952-12-22,lv,,EPP,Jaunā Vienotība,,,10,
96933,Milan,ZVER,1,2024-07-16,,1962-05-25,si,,EPP,Slovenska demokratska stranka,,,10,
96932,Birgit,SIPPEL,1,2024-07-16,,1960-01-29,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
96833,Jens,GEIER,1,2024-07-16,,1961-06-22,de,,S&D,Sozialdemokratische Partei Deutschlands,,,10,
96830,Enikő,GYŐRI,1,2024-07-16,,1968-07-17,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
96826,Tamás,DEUTSCH,1,2024-07-16,,1966-07-27,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
96812,Juan Fernando,LÓPEZ AGUILAR,1,2024-07-16,,1961-06-10,es,,S&D,Partido Socialista Obrero Español,,,10,
96811,Rosa,ESTARÀS FERRAGUT,1,2024-07-16,,1965-10-21,es,,EPP,Partido Popular,,,10,
96810,Carlo,FIDANZA,1,2024-07-16,,1976-09-21,it,,ECR,FRATELLI D' ITALIA,,,10,
96808,Pablo,ARIAS ECHEVERRÍA,1,2024-07-16,,1970-06-30,es,,EPP,Partido Popular,,,10,
96791,Elżbieta Katarzyna,ŁUKACIJEWSKA,1,2024-07-16,,1966-11-25,pl,,EPP,Platforma Obywatelska,,,10,
96787,Herbert,DORFMANN,1,2024-07-16,,1969-03-04,it,,EPP,Südtiroler Volkspartei,,,10,
96780,Monika,HOHLMEIER,1,2024-07-16,,1962-07-02,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,10,
96761,Axel,VOSS,1,2024-07-16,,1963-04-07,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
96756,Sabine,VERHEYEN,1,2024-07-16,,1964-10-24,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
96752,Martin,HÄUSLING,1,2024-07-16,,1961-03-26,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
96725,Bas,EICKHOUT,1,2024-07-16,,1976-10-08,nl,,Greens/EFA,GroenLinks,,,10,
96711,Pascal,CANFIN,1,2024-07-16,,1974-08-22,fr,,Renew,Renaissance,,,10,
96709,Morten,LØKKEGAARD,1,2024-07-16,,1964-12-20,dk,,Renew,"Venstre, Danmarks Liberale Parti",,,10,
96697,Waldemar,TOMASZEWSKI,1,2024-07-16,,1965-03-03,lt,,ECR,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,,,10,
96681,Vilija,BLINKEVIČIŪTĖ,1,2024-07-16,,1960-03-03,lt,,S&D,Lietuvos socialdemokratų partija,,,10,
96675,Isabella,LÖVIN,1,2024-07-16,,1963-02-03,se,,Greens/EFA,Miljöpartiet de gröna,,,10,
96668,Seán,KELLY,1,2024-07-16,,1952-04-26,ie,,EPP,Fine Gael Party,,,10,
96653,Katarína,ROTH NEVEĎALOVÁ,1,2024-07-16,,1982-11-10,sk,,NA,SMER-Sociálna demokracia,,,10,
95074,Jeroen,LENAERS,1,2024-07-16,,1984-04-29,nl,,EPP,Christen Democratisch Appèl,,,10,
94649,Catherine,GRISET,1,2024-07-16,,1972-08-20,fr,,Patriots,Rassemblement national,,,10,
91636,Marit,MAIJ,1,2024-07-16,,1972-01-16,nl,,S&D,Partij van de Arbeid,,,10,
88882,Victor,NEGRESCU,1,2024-07-16,,1985-08-17,ro,,S&D,Partidul Social Democrat,,,10,
88552,Julien,SANCHEZ,1,2024-07-16,,1983-10-19,fr,,Patriots,Rassemblement national,,,10,
86793,Anna,CAVAZZINI,1,2024-07-16,,1982-12-12,de,,Greens/EFA,Bündnis 90/Die Grünen,,,10,
86057,Bartłomiej,SIENKIEWICZ,1,2024-07-16,,1961-07-29,pl,,EPP,Platforma Obywatelska,,,10,
72779,Nadine,MORANO,1,2024-07-16,,1963-11-06,fr,,EPP,Les Républicains,,,10,
58766,Nicolae,ŞTEFĂNUȚĂ,1,2024-07-16,,1982-01-03,ro,,Greens/EFA,Independent,,,10,
39725,Iuliu,WINKLER,1,2024-07-16,,1964-03-14,ro,,EPP,Uniunea Democrată Maghiară din România,,,10,
38542,Johan,DANIELSSON,1,2024-07-16,,1982-06-30,se,,S&D,Arbetarepartiet- Socialdemokraterna,,,10,
38511,Georg,MAYER,1,2024-07-16,,1973-10-12,at,,Patriots,Freiheitliche Partei Österreichs,,,10,
37324,Adina,VĂLEAN,1,2024-07-16,,1968-02-16,ro,,EPP,Partidul Naţional Liberal,,,10,
37312,Christel,SCHALDEMOSE,1,2024-07-16,,1967-08-04,dk,,S&D,Socialdemokratiet,,,10,
36392,Aldo,PATRICIELLO,1,2024-07-16,,1957-09-27,it,,Patriots,Lega,,,10,
34232,Kristian,VIGENIN,1,2024-07-16,,1975-06-12,bg,,S&D,Bulgarian Socialist Party,,,10,
33998,Vasile,DÎNCU,1,2024-07-16,,1961-11-25,ro,,S&D,Partidul Social Democrat,,,10,
30482,Younous,OMARJEE,1,2024-07-16,,1969-09-30,fr,,GUE/NGL,La France Insoumise,,,10,
30123,Guillaume,PELTIER,1,2024-07-16,,,fr,,ECR,Divers droite,,,10,
28617,Inese,VAIDERE,1,2024-07-16,,1952-09-03,lv,,EPP,Jaunā Vienotība,,,10,
28615,Roberts,ZĪLE,1,2024-07-16,,1958-06-20,lv,,ECR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,10,
28419,Nicola,ZINGARETTI,1,2024-07-16,,1965-10-11,it,,S&D,Partito Democratico,,,10,
28400,Francisco José,MILLÁN MON,1,2024-07-16,,1955-03-08,es,,EPP,Partido Popular,,,10,
28399,Antonio,LÓPEZ-ISTÚRIZ WHITE,1,2024-07-16,,1970-04-01,es,,EPP,Partido Popular,,,10,
28390,Pilar,DEL CASTILLO VERA,1,2024-07-16,,1952-07-31,es,,EPP,Partido Popular,,,10,
28347,Javier,MORENO SÁNCHEZ,1,2024-07-16,,1965-03-12,es,,S&D,Partido Socialista Obrero Español,,,10,
28307,Francisco,ASSIS,1,2024-07-16,,1965-01-08,pt,,S&D,Partido Socialista,,,10,
28298,Iratxe,GARCÍA PÉREZ,1,2024-07-16,,1974-10-07,es,,S&D,Partido Socialista Obrero Español,,,10,
28229,Manfred,WEBER,1,2024-07-16,,1972-07-14,de,,EPP,Christlich-Soziale Union in Bayern e.V.,,,10,
28226,Christian,EHLER,1,2024-07-16,,1963-08-17,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
28223,Andreas,SCHWAB,1,2024-07-16,,1973-04-09,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
28219,Daniel,CASPARY,1,2024-07-16,,1976-04-04,de,,EPP,Christlich Demokratische Union Deutschlands,,,10,
28150,Kinga,GÁL,1,2024-07-16,,1970-09-06,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
28122,David,CASA,1,2024-07-16,,1968-11-16,mt,,EPP,Partit Nazzjonalista,,,10,
25758,Ruth,FIRMENICH,1,2024-07-16,,1964-08-24,de,,NA,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,,,10,
24942,Ana,MIRANDA PAZ,1,2024-07-16,,1971-05-02,es,,Greens/EFA,Bloque Nacionalista Galego,,,10,
24922,Pascal,ARIMONT,1,2024-07-16,,1974-09-25,be,,EPP,Christlich Soziale Partei,,,10,
23868,Monika,BEŇOVÁ,1,2024-07-16,,1968-08-15,sk,,NA,SMER-Sociálna demokracia,,,10,
23816,András,GYÜRK,1,2024-07-16,,1972-12-02,hu,,Patriots,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,,,10,
23788,Adam,BIELAN,1,2024-07-16,,1974-09-12,pl,,ECR,Prawo i Sprawiedliwość,,,10,
23781,Janusz,LEWANDOWSKI,1,2024-07-16,,1951-06-13,pl,,EPP,Platforma Obywatelska,,,10,
23699,Kateřina,KONEČNÁ,1,2024-07-16,,1981-01-20,cz,,NA,Komunistická strana Čech a Moravy,,,10,
22858,Fabienne,KELLER,1,2024-07-16,,1959-10-20,fr,,Renew,Renaissance,,,10,
22418,Esther,HERRANZ GARCÍA,1,2024-07-16,,1969-07-03,es,,EPP,Partido Popular,,,10,
5736,Alexandre,VARAUT,1,2024-07-16,,1966-01-18,fr,,Patriots,Rassemblement national,,,10,
5729,Kathleen,VAN BREMPT,1,2024-07-16,,1969-11-18,be,,S&D,Vooruit,,,10,
5392,Lara,WOLTERS,1,2024-07-16,,1986-04-12,nl,,S&D,Partij van de Arbeid,,,10,
4746,Sergio,BERLATO,1,2024-07-16,,1959-07-27,it,,ECR,FRATELLI D' ITALIA,,,10,
